CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
K026,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,54.7,,,
K027,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,21.85,,,
K028,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,70.1,,,
K029,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,70.1,,,
K030,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,40.55,,,
K031,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,102.5,,,
K032,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,70.1,,,
K033,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,49.35,,,
K034,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,36,,,
K035,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,36.25,,,
K036,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,10.25,,,
K037,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,70.1,,,
K038,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,45.15,,,
K039,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,33.45,,,
K040,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,70.1,,,
K041,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,50.2,,,
K042,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,140.2,,,
K044,CONSULTATIONS AND VISITS,GENETICS(22),,,,62.75,,,
K045,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),,,,76.2,,,
K045,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),,,,76.2,,,
K045,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,76.2,,,
K046,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),,,,115,,,
K046,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),,,,115,,,
K050,APPENDIX F,Not applicable,,,,105.65,,,
K051,APPENDIX F,Not applicable,,,,84.5,,,
K052,APPENDIX F,Not applicable,,,,21.1,,,
K053,APPENDIX F,Not applicable,,,,15.85,,,
K054,APPENDIX F,Not applicable,,,,26.4,,,
K055,APPENDIX F,Not applicable,,,,21.1,,,
K056,APPENDIX F,Not applicable,,,,21.1,,,
K057,APPENDIX F,Not applicable,,,,37,,,
K058,APPENDIX F,Not applicable,,,,132,,,
K059,APPENDIX F,Not applicable,,,,105.65,,,
K060,APPENDIX F,Not applicable,,,,26.4,,,
K061,APPENDIX F,Not applicable,,,,31.65,,,
K065,APPENDIX F,Not applicable,,,,51.65,,,
K066,APPENDIX F,Not applicable,,,,51.65,,,
K070,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,31.75,,,
K071,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,21.4,,,
K072,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,21.4,,,
K077,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,40.05,,,
K090,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,100,,,
K091,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,25,,,
K101,GENERAL PREAMBLE,ASSESSMENTS,,,,42.1,,,
K102,GENERAL PREAMBLE,ASSESSMENTS,,,,20.2,,,
K111,GENERAL PREAMBLE,ASSESSMENTS,,,,126.4,,,
K112,GENERAL PREAMBLE,ASSESSMENTS,,,,25.05,,,
K119,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,115.1,,,
K121,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K122,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,89.7,,,
K123,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,101.75,,,
K124,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K130,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,77.2,,,
K131,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,56.95,,,
K132,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,80.95,,,
K133,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,160,,,
K140,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,35.1,,,
K141,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,23.35,,,
K142,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,17.65,,,
K143,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,14.55,,,
K144,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,12.35,,,
K181,CONSULTATIONS AND VISITS,NEUROLOGY(18),,,,90,,,
K187,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,,,,
K188,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,,,,
K189,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,216.3,,,
K190,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,93.95,,,
K191,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,117.4,,,
K192,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,89.7,,,
K193,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,106.6,,,
K194,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,16.3,,,
K195,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,101.75,,,
K196,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,101.75,,,
K197,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,89.7,,,
K198,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,89.7,,,
K199,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,103.4,,,
K200,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,23.45,,,
K201,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,18.75,,,
K202,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,16.95,,,
K203,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,22.45,,,
K204,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,17.9,,,
K205,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,16.15,,,
K206,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,14.35,,,
K207,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,14.35,,,
K208,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,44.85,,,
K209,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,29.9,,,
K210,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,47.05,,,
K211,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,31.35,,,
K222,CONSULTATIONS AND VISITS,GENETICS(22),,,,79.3,,,
K223,CONSULTATIONS AND VISITS,GENETICS(22),,,,40,,,
K224,CONSULTATIONS AND VISITS,GENETICS(22),,,,38.2,,,
K229,CONSULTATIONS AND VISITS,GENETICS(22),,,,65.85,,,
K267,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,41.6,,,
K269,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,77.2,,,
K313,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),,,,8.1,,,
K399,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,29.05,,,
K480,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),Physician to allied professional telephone consultation,,,31.35,,,
K481,CONSULTATIONS AND VISITS,RHEUMATOLOGY(48),Rheumatoid arthritis management by a specialist,,,75,,,
K620,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,94.95,,,
K623,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,117.05,,,
K623,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,117.05,,,
K624,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,144.15,,,
K624,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,144.15,,,
K629,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,42.7,,,
K629,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,42.7,,,
K630,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,117.4,,,
K680,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,70.1,,,
K682,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,45,,,
K683,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,38,,,
K684,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,6,,,
K700,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K701,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K702,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K703,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K704,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K705,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K706,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K707,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K708,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K709,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,41.85,,,
K710,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K711,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K730,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K731,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,41.85,,,
K732,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K733,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,41.85,,,
K734,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K735,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,41.85,,,
K736,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,32.45,,,
K737,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,41.85,,,
K738,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,16,,,
K739,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,20.5,,,
K887,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,94.55,,,
K888,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,94.55,,,
K889,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,94.55,,,
L800,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,22.7,,,
L801,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,95.3,,,
L802,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,62.75,,,
L803,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,73.95,,,
L804,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,14.3,,,
L805,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,90.85,,,
L806,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,36.35,,,
L807,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,4.95,,,
L808,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,36.35,,,
L810,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,25,,,
L811,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,6.05,,,
L812,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,4.6,,,
L815,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,36.35,,,
L816,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,97.95,,,
L817,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,6.05,,,
L819,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,13.6,,,
L820,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,8.5,,,
L822,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,77.2,,,
L823,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,38.25,,,
L824,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,24.7,,,
L825,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,25.2,,,
L826,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,15.6,,,
L827,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,5.3,,,
L828,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,7.95,,,
L829,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,25,,,
L830,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,11.85,,,
L831,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,49.35,,,
L832,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,23.7,,,
L833,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,140.75,,,
L834,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,15.6,,,
L835,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,15.6,,,
L836,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,24.7,,,
L837,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,15.55,,,
L838,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,19.8,,,
L841,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,15.6,,,
L842,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,8.45,,,
L843,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,24.05,,,
L844,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,25.05,,,
L845,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,10.4,,,
L846,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,12.6,,,
L847,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,65.15,,,
L848,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,29.65,,,
L849,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,15.6,,,
L861,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,5.2,,,
L862,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,8.45,,,
L863,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,14.3,,,
L864,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,48.65,,,
L865,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,103.2,,,
L866,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,181.65,,,
L867,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,46.65,,,
L868,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,35.05,,,
L869,DIAGNOSTIC AND THERAPEUTIC PROCEDURES,LABORATORY MEDICINE,,,,15.55,,,
M010,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,493.9,,,
M011,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,,,,
M012,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,293.95,,,
M013,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,526,,,
M014,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,541.65,,,
M015,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,306.85,,,
M016,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,358.7,,,
M017,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,39.6,,,
M018,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,306.85,,,
M020,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,360.45,,,
M021,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,123.7,,,
M023,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,360.45,,,
M027,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,297.25,,,
M028,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,73.8,,,
M030,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,1082.3,,,
M031,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,254.15,,,
M032,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,432.45,,,
M033,RESPIRATORY SURGICAL PROCEDURES,NOSE,,,,254.15,,,
M054,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,123.7,,,
M055,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,247.35,,,
M056,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,971.75,,,
M058,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,460.2,,,
M059,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,460.2,,,
M061,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,355.65,,,
M063,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,716.25,,,
M064,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,612.65,,,
M067,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,345.15,,,
M080,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,182.1,,,
M081,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,838.9,,,
M082,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,444.8,,,
M083,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,350,,,
M084,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,888.85,,,
M085,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,395.05,,,
M086,RESPIRATORY SURGICAL PROCEDURES,ACCESSORY NASAL SINUSES,,,,822.45,,,
M089,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,234.6,,,
M090,RESPIRATORY SURGICAL PROCEDURES,LARYNX,,,,642.45,,,
M099,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,918.6,,,
M100,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,654.3,,,
M101,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,868.15,,,
M103,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,1294.2,,,
M104,RESPIRATORY SURGICAL PROCEDURES,TRACHEA AND BRONCHI,,,,825.4,,,
M105,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,650,,,
M106,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,1004,,,
M107,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,812.25,,,
M108,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,410.45,,,
M109,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,
M110,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,,,,
M111,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,304.2,,,
M112,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,500,,,
M116,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,350,,,
M117,RESPIRATORY SURGICAL PROCEDURES,CHEST WALL AND MEDIASTINUM,,,,251.45,,,
M130,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,584.75,,,
M132,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,900,,,
M133,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,390.65,,,
M134,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,390.65,,,
M134,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,390.65,,,
M135,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,848.8,,,
M137,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,390.65,,,
M137,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,390.65,,,
M138,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,534.1,,,
M142,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,1700,,,
M143,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,1402.6,,,
M144,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,1441.75,,,
M145,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,843.4,,,
M149,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,525,,,
M151,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,725,,,
M155,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,2054.25,,,
M156,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,2670.55,,,
M157,RESPIRATORY SURGICAL PROCEDURES,LUNGS AND PLEURA,,,,906.45,,,
M157,CARDIOVASCULAR SURGICAL PROCEDURES,HEART AND PERICARDIUM,,,,906.45,,,
N102,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1862.85,,,
N103,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1686.05,,,
N104,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1230,,,
N105,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2477.45,,,
N106,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2006.05,,,
N107,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1456.95,,,
N108,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1229.55,,,
N109,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1878.35,,,
N110,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2184.2,,,
N111,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1879,,,
N112,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1360,,,
N113,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1019.15,,,
N114,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1742.45,,,
N115,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,578.85,,,
N116,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2243.45,,,
N117,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1416.5,,,
N118,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,952.05,,,
N119,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1185.3,,,
N120,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,481.9,,,
N121,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1711.4,,,
N122,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2140.15,,,
N123,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,559.6,,,
N124,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2040.15,,,
N125,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,2140.15,,,
N126,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1442.95,,,
N127,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,518.85,,,
N128,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,924.7,,,
N129,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1284.95,,,
N130,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,1014.85,,,
N139,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,634.9,,,
N140,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,895,,,
N143,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,,,,647.8,,,
