code,name,description,fee,category,billing_constraints,page_number,section,notes
A065,Consultation............................................................................,Consultation............................................................................,83.85,Consultation,[],279,GENERAL LISTINGS,
A066,Repeat consultation................................................................,Repeat consultation................................................................,51.7,Consultation,[],279,GENERAL LISTINGS,
A063,Specific assessment...............................................................,Specific assessment...............................................................,42.55,Assessment,[],279,GENERAL LISTINGS,
A064,Partial assessment .................................................................,Partial assessment .................................................................,24.25,Assessment,[],279,GENERAL LISTINGS,
C065,Consultation............................................................................,Consultation............................................................................,83.85,Consultation,[],279,GENERAL LISTINGS,
C066,Repeat consultation................................................................,Repeat consultation................................................................,51.7,Consultation,[],279,GENERAL LISTINGS,
C063,Specific assessment...............................................................,Specific assessment...............................................................,42.55,Assessment,[],279,GENERAL LISTINGS,
C068,Concurrent care..........................................................per visit,Concurrent care..........................................................per visit,31.0,Other,[],279,GENERAL LISTINGS,
A151,Amd,Amd,12.0,Other,[],279,GENERAL LISTINGS,
W065,Consultation............................................................................,Consultation............................................................................,83.85,Consultation,[],280,CONSULTATIONS AND VISITS,
W066,Repeat consultation................................................................,Repeat consultation................................................................,51.7,Consultation,[],280,CONSULTATIONS AND VISITS,
A152,February,February,14.0,Other,[],280,CONSULTATIONS AND VISITS,
A245,Consultation............................................................................,Consultation............................................................................,83.95,Consultation,[],281,GENERAL LISTINGS,
A246,Repeat consultation ................................................................,Repeat consultation ................................................................,48.6,Consultation,[],281,GENERAL LISTINGS,
A243,Specific assessment ...............................................................,Specific assessment ...............................................................,43.2,Assessment,[],281,GENERAL LISTINGS,
A244,Partial assessment .................................................................,Partial assessment .................................................................,27.0,Assessment,[],281,GENERAL LISTINGS,
C245,Consultation............................................................................,Consultation............................................................................,83.95,Consultation,[],281,GENERAL LISTINGS,
C246,Repeat consultation ................................................................,Repeat consultation ................................................................,48.6,Consultation,[],281,GENERAL LISTINGS,
C243,Specific assessment ...............................................................,Specific assessment ...............................................................,43.2,Assessment,[],281,GENERAL LISTINGS,
C248,Concurrent care .......................................................... per visit,Concurrent care .......................................................... per visit,31.0,Other,[],281,GENERAL LISTINGS,
A153,Amd,Amd,12.0,Other,[],281,GENERAL LISTINGS,
W345,Consultation............................................................................,Consultation............................................................................,83.95,Consultation,[],282,CONSULTATIONS AND VISITS,
W346,Repeat consultation ................................................................,Repeat consultation ................................................................,48.85,Consultation,[],282,CONSULTATIONS AND VISITS,
A154,February,February,14.0,Other,[],282,CONSULTATIONS AND VISITS,
A265,Consultation............................................................................,Consultation............................................................................,181.45,Consultation,[],283,GENERAL LISTINGS,
A260,Special paediatric consultation ...............................................,Special paediatric consultation ...............................................,310.45,Consultation,[],283,GENERAL LISTINGS,
A662,Extended special paediatric consultation ...............................,Extended special paediatric consultation ...............................,401.3,Consultation,[],283,GENERAL LISTINGS,
A667,Neurodevelopmental consultation ..........................................,Neurodevelopmental consultation ..........................................,401.3,Consultation,[],283,GENERAL LISTINGS,
A155,Amd,Amd,12.0,Other,[],283,GENERAL LISTINGS,
A665,Prenatal consultation ..............................................................,Prenatal consultation ..............................................................,100.55,Consultation,[],284,CONSULTATIONS AND VISITS,
A565,Limited consultation................................................................,Limited consultation................................................................,91.35,Consultation,[],284,CONSULTATIONS AND VISITS,
A266,Repeat consultation................................................................,Repeat consultation................................................................,91.35,Consultation,[],284,CONSULTATIONS AND VISITS,
A263,Medical specific assessment ..................................................,Medical specific assessment ..................................................,82.9,Assessment,[],284,CONSULTATIONS AND VISITS,
A268,Enhanced,Enhanced,18.0,Other,[],284,CONSULTATIONS AND VISITS,
A261,Level,Level,1.0,Other,[],284,CONSULTATIONS AND VISITS,
A262,Level,Level,2.0,Other,[],284,CONSULTATIONS AND VISITS,
K045,Diabetes management by a specialist....................................,Diabetes management by a specialist....................................,76.2,Other,[],284,CONSULTATIONS AND VISITS,
K119,Paediatric developmental assessment incentive....................,Paediatric developmental assessment incentive....................,115.1,Assessment,[],284,CONSULTATIONS AND VISITS,
A156,February,February,14.0,Other,[],284,CONSULTATIONS AND VISITS,
K119,is only eligible for payment to a specialist in Paediatrics,is only eligible for payment to a specialist in Paediatrics,26.0,Other,[],285,CONSULTATIONS AND VISITS,
A157,Amd,Amd,12.0,Other,[],285,CONSULTATIONS AND VISITS,
A158,February,February,14.0,Other,[],286,CONSULTATIONS AND VISITS,
C265,Consultation............................................................................,Consultation............................................................................,181.45,Consultation,[],287,CONSULTATIONS AND VISITS,
A260,..............................................................................,..............................................................................,310.45,Other,[],287,CONSULTATIONS AND VISITS,
A662,.............................................................,.............................................................,401.3,Other,[],287,CONSULTATIONS AND VISITS,
A667,..............................................................................,..............................................................................,401.3,Other,[],287,CONSULTATIONS AND VISITS,
A665,A665,A665,100.55,Other,[],287,CONSULTATIONS AND VISITS,
C565,Limited consultation................................................................,Limited consultation................................................................,91.35,Consultation,[],287,CONSULTATIONS AND VISITS,
C266,Repeat consultation................................................................,Repeat consultation................................................................,91.35,Consultation,[],287,CONSULTATIONS AND VISITS,
C263,Medical specific assessment ..................................................,Medical specific assessment ..................................................,82.9,Assessment,[],287,CONSULTATIONS AND VISITS,
C268,Concurrent care..........................................................per visit,Concurrent care..........................................................per visit,34.1,Other,[],287,CONSULTATIONS AND VISITS,
A159,Amd,Amd,12.0,Other,[],287,CONSULTATIONS AND VISITS,
H267,Attendance at maternal delivery..............................................,Attendance at maternal delivery..............................................,63.45,Other,[],288,CONSULTATIONS AND VISITS,
H261,Newborn care in hospital or home ..........................................,Newborn care in hospital or home ..........................................,60.8,Other,[],288,CONSULTATIONS AND VISITS,
W265,Consultation ............................................................................,Consultation ............................................................................,181.45,Consultation,[],288,CONSULTATIONS AND VISITS,
W565,Limited consultation ................................................................,Limited consultation ................................................................,91.35,Consultation,[],288,CONSULTATIONS AND VISITS,
W266,Repeat consultation ................................................................,Repeat consultation ................................................................,82.9,Consultation,[],288,CONSULTATIONS AND VISITS,
W269,Periodic health visit .................................................................,Periodic health visit .................................................................,30.7,Other,[],288,CONSULTATIONS AND VISITS,
A160,February,February,14.0,Other,[],288,CONSULTATIONS AND VISITS,
A315,Consultation............................................................................,Consultation............................................................................,197.3,Consultation,[],289,GENERAL LISTINGS,
A515,Limited consultation................................................................,Limited consultation................................................................,95.25,Consultation,[],289,GENERAL LISTINGS,
A316,Repeat consultation................................................................,Repeat consultation................................................................,95.25,Consultation,[],289,GENERAL LISTINGS,
A313,Medical specific assessment ..................................................,Medical specific assessment ..................................................,77.2,Assessment,[],289,GENERAL LISTINGS,
A318,Partial assessment .................................................................,Partial assessment .................................................................,39.7,Assessment,[],289,GENERAL LISTINGS,
A161,Amd,Amd,12.0,Other,[],289,GENERAL LISTINGS,
A510,Complex neuromuscular assessment.....................................,Complex neuromuscular assessment.....................................,93.7,Assessment,[],290,CONSULTATIONS AND VISITS,
A511,Complex physiatry assessment..............................................,Complex physiatry assessment..............................................,102.55,Assessment,[],290,CONSULTATIONS AND VISITS,
A162,February,February,14.0,Other,[],290,CONSULTATIONS AND VISITS,
A163,Amd,Amd,12.0,Other,[],291,CONSULTATIONS AND VISITS,
C315,Consultation............................................................................,Consultation............................................................................,208.75,Consultation,[],292,CONSULTATIONS AND VISITS,
C515,Limited consultation................................................................,Limited consultation................................................................,95.25,Consultation,[],292,CONSULTATIONS AND VISITS,
C316,Repeat consultation................................................................,Repeat consultation................................................................,95.25,Consultation,[],292,CONSULTATIONS AND VISITS,
C313,Medical specific assessment ..................................................,Medical specific assessment ..................................................,77.2,Assessment,[],292,CONSULTATIONS AND VISITS,
A510,.............................................................,.............................................................,93.7,Other,[],292,CONSULTATIONS AND VISITS,
A511,.............................................................,.............................................................,102.55,Other,[],292,CONSULTATIONS AND VISITS,
C318,Concurrent care..........................................................per visit,Concurrent care..........................................................per visit,34.1,Other,[],292,CONSULTATIONS AND VISITS,
A164,February,February,14.0,Other,[],292,CONSULTATIONS AND VISITS,
W515,Consultation............................................................................,Consultation............................................................................,208.75,Consultation,[],293,CONSULTATIONS AND VISITS,
W310,Limited consultation................................................................,Limited consultation................................................................,95.25,Consultation,[],293,CONSULTATIONS AND VISITS,
W516,Repeat consultation................................................................,Repeat consultation................................................................,95.25,Consultation,[],293,CONSULTATIONS AND VISITS,
A510,.............................................................,.............................................................,93.7,Other,[],293,CONSULTATIONS AND VISITS,
W419,Periodic health visit.................................................................,Periodic health visit.................................................................,65.05,Other,[],293,CONSULTATIONS AND VISITS,
A165,Amd,Amd,12.0,Other,[],293,CONSULTATIONS AND VISITS,
H313,Rehabilitation counselling........................................... per unit,Rehabilitation counselling........................................... per unit,84.2,Other,[],294,CONSULTATIONS AND VISITS,
K313,Physiatric management ..........................................................,Physiatric management ..........................................................,8.1,Other,[],294,CONSULTATIONS AND VISITS,
A166,February,February,14.0,Other,[],294,CONSULTATIONS AND VISITS,
A085,Consultation............................................................................,Consultation............................................................................,91.35,Consultation,[],295,GENERAL LISTINGS,
A086,Repeat consultation................................................................,Repeat consultation................................................................,54.0,Consultation,[],295,GENERAL LISTINGS,
A083,Specific assessment...............................................................,Specific assessment...............................................................,46.8,Assessment,[],295,GENERAL LISTINGS,
A084,Partial assessment .................................................................,Partial assessment .................................................................,29.9,Assessment,[],295,GENERAL LISTINGS,
C085,Consultation............................................................................,Consultation............................................................................,91.35,Consultation,[],295,GENERAL LISTINGS,
C086,Repeat consultation................................................................,Repeat consultation................................................................,54.0,Consultation,[],295,GENERAL LISTINGS,
C083,Specific assessment...............................................................,Specific assessment...............................................................,46.8,Assessment,[],295,GENERAL LISTINGS,
C088,Concurrent care..........................................................per visit,Concurrent care..........................................................per visit,31.0,Other,[],295,GENERAL LISTINGS,
A167,Amd,Amd,12.0,Other,[],295,GENERAL LISTINGS,
W085,Consultation............................................................................,Consultation............................................................................,91.35,Consultation,[],296,CONSULTATIONS AND VISITS,
W086,Repeat consultation................................................................,Repeat consultation................................................................,54.0,Consultation,[],296,CONSULTATIONS AND VISITS,
A168,February,February,14.0,Other,[],296,CONSULTATIONS AND VISITS,
A195,Consultation............................................................................,Consultation............................................................................,222.5,Consultation,[],297,GENERAL LISTINGS,
A190,Special psychiatric consultation..............................................,Special psychiatric consultation..............................................,310.45,Consultation,[],297,GENERAL LISTINGS,
A795,Geriatric psychiatric consultation............................................,Geriatric psychiatric consultation............................................,310.45,Consultation,[],297,GENERAL LISTINGS,
A695,Neurodevelopmental consultation ..........................................,Neurodevelopmental consultation ..........................................,414.35,Consultation,[],297,GENERAL LISTINGS,
A395,Limited consultation................................................................,Limited consultation................................................................,105.25,Consultation,[],297,GENERAL LISTINGS,
A196,Repeat consultation................................................................,Repeat consultation................................................................,105.25,Consultation,[],297,GENERAL LISTINGS,
A193,Specific assessment...............................................................,Specific assessment...............................................................,86.35,Assessment,[],297,GENERAL LISTINGS,
A194,Partial assessment .................................................................,Partial assessment .................................................................,41.15,Assessment,[],297,GENERAL LISTINGS,
A169,Amd,Amd,12.0,Other,[],297,GENERAL LISTINGS,
A170,February,February,14.0,Other,[],298,CONSULTATIONS AND VISITS,
K630,Psychiatric consultation extension.............................. per unit,Psychiatric consultation extension.............................. per unit,117.4,Consultation,[],299,CONSULTATIONS AND VISITS,
W190,W190,W190,90.0,Other,[],299,CONSULTATIONS AND VISITS,
A195,A195,A195,60.0,Other,[],299,CONSULTATIONS AND VISITS,
A198,same,same,120.0,Other,[],299,CONSULTATIONS AND VISITS,
W695,W695,W695,120.0,Other,[],299,CONSULTATIONS AND VISITS,
W795,W795,W795,90.0,Other,[],299,CONSULTATIONS AND VISITS,
W895,W895,W895,60.0,Other,[],299,CONSULTATIONS AND VISITS,
A191,A191,A191,60.0,Other,[],299,CONSULTATIONS AND VISITS,
A192,A192,A192,60.0,Other,[],299,CONSULTATIONS AND VISITS,
A171,Amd,Amd,12.0,Other,[],299,CONSULTATIONS AND VISITS,
C895,Consultation............................................................................,Consultation............................................................................,259.9,Consultation,[],300,CONSULTATIONS AND VISITS,
A190,.............................................................,.............................................................,310.45,Other,[],300,CONSULTATIONS AND VISITS,
C395,Limited consultation ................................................................,Limited consultation ................................................................,105.25,Consultation,[],300,CONSULTATIONS AND VISITS,
C196,Repeat consultation ................................................................,Repeat consultation ................................................................,105.25,Consultation,[],300,CONSULTATIONS AND VISITS,
A795,..............................................................................,..............................................................................,310.45,Other,[],300,CONSULTATIONS AND VISITS,
A695,..............................................................................,..............................................................................,414.35,Other,[],300,CONSULTATIONS AND VISITS,
C193,Specific assessment ...............................................................,Specific assessment ...............................................................,86.35,Assessment,[],300,CONSULTATIONS AND VISITS,
C198,Concurrent care .......................................................... per visit,Concurrent care .......................................................... per visit,34.1,Other,[],300,CONSULTATIONS AND VISITS,
A172,February,February,14.0,Other,[],300,CONSULTATIONS AND VISITS,
W895,Consultation............................................................................,Consultation............................................................................,259.9,Consultation,[],301,CONSULTATIONS AND VISITS,
A190,............................................................,............................................................,310.45,Other,[],301,CONSULTATIONS AND VISITS,
A795,..............................................................................,..............................................................................,310.45,Other,[],301,CONSULTATIONS AND VISITS,
A695,..............................................................................,..............................................................................,414.35,Other,[],301,CONSULTATIONS AND VISITS,
W395,Limited consultation ................................................................,Limited consultation ................................................................,105.25,Consultation,[],301,CONSULTATIONS AND VISITS,
W196,Repeat consultation ................................................................,Repeat consultation ................................................................,105.25,Consultation,[],301,CONSULTATIONS AND VISITS,
A173,Amd,Amd,12.0,Other,[],301,CONSULTATIONS AND VISITS,
A795,..................................................... add,..................................................... add,216.3,Other,[],302,CONSULTATIONS AND VISITS,
K189,is limited to a maximum of one per physician per patient per,is limited to a maximum of one per physician per patient per,12.0,Other,[],302,CONSULTATIONS AND VISITS,
A174,February,February,14.0,Other,[],302,CONSULTATIONS AND VISITS,
K620,Consultation for involuntary psychiatric treatment...... per unit,Consultation for involuntary psychiatric treatment...... per unit,94.95,Consultation,[],303,CONSULTATIONS AND VISITS,
K623,Application for psychiatric assessment...................................,Application for psychiatric assessment...................................,117.05,Assessment,[],303,CONSULTATIONS AND VISITS,
K624,Certification of involuntary admission .....................................,Certification of involuntary admission .....................................,144.15,Other,[],303,CONSULTATIONS AND VISITS,
A175,Amd,Amd,12.0,Other,[],303,CONSULTATIONS AND VISITS,
A176,February,February,14.0,Other,[],304,Note:,
K192,Individual..................................................................... per unit,Individual..................................................................... per unit,89.7,Other,[],305,Hypnotherapy,
A177,Amd,Amd,12.0,Other,[],305,Hypnotherapy,
A335,Consultation............................................................................,Consultation............................................................................,50.0,Consultation,[],306,Consultation,
A365,Special interventional radiological consultation ......................,Special interventional radiological consultation ......................,223.2,Consultation,[],306,Consultation,
A178,February,February,14.0,Other,[],306,Consultation,
A330,"Radiology second opinion of CT study, per study...................","Radiology second opinion of CT study, per study...................",89.5,Other,[],307,CONSULTATIONS AND VISITS,
A332,"Radiology second opinion of MRI study, per study.................","Radiology second opinion of MRI study, per study.................",199.7,Other,[],307,CONSULTATIONS AND VISITS,
A331,Minor assessment...................................................................,Minor assessment...................................................................,17.75,Assessment,[],307,CONSULTATIONS AND VISITS,
A338,Minor assessment...................................................................,Minor assessment...................................................................,17.75,Assessment,[],307,CONSULTATIONS AND VISITS,
A335,..........,..........,50.0,Other,[],307,CONSULTATIONS AND VISITS,
A365,...................................................,...................................................,223.2,Other,[],307,CONSULTATIONS AND VISITS,
A179,Amd,Amd,12.0,Other,[],307,CONSULTATIONS AND VISITS,
A330,.............................................,.............................................,89.5,Other,[],308,CONSULTATIONS AND VISITS,
A332,............................................,............................................,199.7,Other,[],308,CONSULTATIONS AND VISITS,
A180,February,February,14.0,Other,[],308,CONSULTATIONS AND VISITS,
A345,Consultation............................................................................,Consultation............................................................................,158.05,Consultation,[],309,GENERAL LISTINGS,
A765,"Consultation, patient","Consultation, patient",16.0,Consultation,[],309,GENERAL LISTINGS,
A745,Limited consultation................................................................,Limited consultation................................................................,102.9,Consultation,[],309,GENERAL LISTINGS,
A346,Repeat consultation................................................................,Repeat consultation................................................................,102.9,Consultation,[],309,GENERAL LISTINGS,
A343,Medical specific assessment ..................................................,Medical specific assessment ..................................................,80.4,Assessment,[],309,GENERAL LISTINGS,
A348,Partial assessment .................................................................,Partial assessment .................................................................,37.55,Assessment,[],309,GENERAL LISTINGS,
C345,Consultation............................................................................,Consultation............................................................................,158.05,Consultation,[],309,GENERAL LISTINGS,
C765,"Consultation, patient","Consultation, patient",16.0,Consultation,[],309,GENERAL LISTINGS,
C745,Limited consultation................................................................,Limited consultation................................................................,102.9,Consultation,[],309,GENERAL LISTINGS,
C346,Repeat consultation................................................................,Repeat consultation................................................................,102.9,Consultation,[],309,GENERAL LISTINGS,
C343,Medical specific assessment ..................................................,Medical specific assessment ..................................................,80.4,Assessment,[],309,GENERAL LISTINGS,
A181,Amd,Amd,12.0,Other,[],309,GENERAL LISTINGS,
C348,Concurrent care..........................................................per visit,Concurrent care..........................................................per visit,34.1,Other,[],310,CONSULTATIONS AND VISITS,
A182,February,February,14.0,Other,[],310,CONSULTATIONS AND VISITS,
A475,Consultation............................................................................,Consultation............................................................................,175.55,Consultation,[],311,GENERAL LISTINGS,
A765,"Consultation, patient","Consultation, patient",16.0,Consultation,[],311,GENERAL LISTINGS,
A470,Comprehensive respiratory disease consultation...................,Comprehensive respiratory disease consultation...................,310.45,Consultation,[],311,GENERAL LISTINGS,
A575,Limited consultation................................................................,Limited consultation................................................................,108.95,Consultation,[],311,GENERAL LISTINGS,
A476,Repeat consultation................................................................,Repeat consultation................................................................,108.95,Consultation,[],311,GENERAL LISTINGS,
A473,Medical specific assessment ..................................................,Medical specific assessment ..................................................,87.6,Assessment,[],311,GENERAL LISTINGS,
A478,Partial assessment .................................................................,Partial assessment .................................................................,39.6,Assessment,[],311,GENERAL LISTINGS,
A570,Complex respiratory assessment ...........................................,Complex respiratory assessment ...........................................,93.0,Assessment,[],311,GENERAL LISTINGS,
A183,Amd,Amd,12.0,Other,[],311,GENERAL LISTINGS,
A570,is limited to,is limited to,6.0,Other,[],312,CONSULTATIONS AND VISITS,
A184,February,February,14.0,Other,[],312,CONSULTATIONS AND VISITS,
C475,Consultation............................................................................,Consultation............................................................................,169.65,Consultation,[],313,CONSULTATIONS AND VISITS,
C765,"Consultation, patient","Consultation, patient",16.0,Consultation,[],313,CONSULTATIONS AND VISITS,
A470,.............................................,.............................................,310.45,Other,[],313,CONSULTATIONS AND VISITS,
C575,Limited consultation ................................................................,Limited consultation ................................................................,105.25,Consultation,[],313,CONSULTATIONS AND VISITS,
C476,Repeat consultation ................................................................,Repeat consultation ................................................................,105.25,Consultation,[],313,CONSULTATIONS AND VISITS,
C473,Medical specific assessment ..................................................,Medical specific assessment ..................................................,84.65,Assessment,[],313,CONSULTATIONS AND VISITS,
A570,.............................................................,.............................................................,89.85,Other,[],313,CONSULTATIONS AND VISITS,
C478,Concurrent care .......................................................... per visit,Concurrent care .......................................................... per visit,34.1,Other,[],313,CONSULTATIONS AND VISITS,
A185,Amd,Amd,12.0,Other,[],313,CONSULTATIONS AND VISITS,
A485,Consultation............................................................................,Consultation............................................................................,177.8,Consultation,[],314,GENERAL LISTINGS,
A765,"Consultation, patient","Consultation, patient",16.0,Consultation,[],314,GENERAL LISTINGS,
A590,Comprehensive rheumatology consultation............................,Comprehensive rheumatology consultation............................,310.45,Consultation,[],314,GENERAL LISTINGS,
A595,Limited consultation................................................................,Limited consultation................................................................,109.35,Consultation,[],314,GENERAL LISTINGS,
A486,Repeat consultation................................................................,Repeat consultation................................................................,109.9,Consultation,[],314,GENERAL LISTINGS,
A483,Medical specific assessment ..................................................,Medical specific assessment ..................................................,83.1,Assessment,[],314,GENERAL LISTINGS,
A488,Partial assessment .................................................................,Partial assessment .................................................................,39.25,Assessment,[],314,GENERAL LISTINGS,
A480,Complex rheumatology assessment.......................................,Complex rheumatology assessment.......................................,93.75,Assessment,[],314,GENERAL LISTINGS,
A186,February,February,14.0,Other,[],314,GENERAL LISTINGS,
A187,Amd,Amd,12.0,Other,[],315,1.A complex rheumatology assessment is for the ongoing management of complex disorders,
K481,Rheumatoid arthritis management by a specialist..................,Rheumatoid arthritis management by a specialist..................,75.0,Other,[],316,CONSULTATIONS AND VISITS,
A188,February,February,14.0,Other,[],316,CONSULTATIONS AND VISITS,
K480,Physician to allied professional telephone consultation..........,Physician to allied professional telephone consultation..........,31.35,Consultation,[],317,CONSULTATIONS AND VISITS,
A189,Amd,Amd,12.0,Other,[],317,CONSULTATIONS AND VISITS,
A190,February,February,14.0,Other,[],318,Note:,
C485,Consultation............................................................................,Consultation............................................................................,170.1,Consultation,[],319,CONSULTATIONS AND VISITS,
C765,"Consultation, patient","Consultation, patient",16.0,Consultation,[],319,CONSULTATIONS AND VISITS,
A590,...................................................,...................................................,310.45,Other,[],319,CONSULTATIONS AND VISITS,
C595,Limited consultation................................................................,Limited consultation................................................................,109.35,Consultation,[],319,CONSULTATIONS AND VISITS,
C486,Repeat consultation................................................................,Repeat consultation................................................................,109.35,Consultation,[],319,CONSULTATIONS AND VISITS,
C483,Medical specific assessment ..................................................,Medical specific assessment ..................................................,81.7,Assessment,[],319,CONSULTATIONS AND VISITS,
A480,.............................................................,.............................................................,92.2,Other,[],319,CONSULTATIONS AND VISITS,
C488,Concurrent care..........................................................per visit,Concurrent care..........................................................per visit,34.1,Other,[],319,CONSULTATIONS AND VISITS,
A191,Amd,Amd,12.0,Other,[],319,CONSULTATIONS AND VISITS,
A354,Partial assessment .................................................................,Partial assessment .................................................................,27.8,Assessment,[],320,GENERAL LISTINGS,
C358,Concurrent care..........................................................per visit,Concurrent care..........................................................per visit,31.6,Other,[],320,GENERAL LISTINGS,
A192,February,February,14.0,Other,[],320,GENERAL LISTINGS,
A193,Amd,Amd,12.0,Other,[],321,CONSULTATIONS AND VISITS,
A175,Consultation............................................................................,Consultation............................................................................,107.45,Consultation,[],322,GENERAL LISTINGS,
A176,Repeat consultation................................................................,Repeat consultation................................................................,60.0,Consultation,[],322,GENERAL LISTINGS,
A173,Specific assessment...............................................................,Specific assessment...............................................................,44.4,Assessment,[],322,GENERAL LISTINGS,
A174,Partial assessment .................................................................,Partial assessment .................................................................,24.1,Assessment,[],322,GENERAL LISTINGS,
C175,Consultation............................................................................,Consultation............................................................................,107.45,Consultation,[],322,GENERAL LISTINGS,
C176,Repeat consultation................................................................,Repeat consultation................................................................,60.0,Consultation,[],322,GENERAL LISTINGS,
C173,Specific assessment...............................................................,Specific assessment...............................................................,44.4,Assessment,[],322,GENERAL LISTINGS,
C178,Concurrent care......................................................... per visit,Concurrent care......................................................... per visit,31.0,Other,[],322,GENERAL LISTINGS,
A194,February,February,14.0,Other,[],322,GENERAL LISTINGS,
W175,Consultation............................................................................,Consultation............................................................................,107.45,Consultation,[],323,CONSULTATIONS AND VISITS,
W176,Repeat consultation ................................................................,Repeat consultation ................................................................,60.0,Consultation,[],323,CONSULTATIONS AND VISITS,
A195,Amd,Amd,12.0,Other,[],323,CONSULTATIONS AND VISITS,
A196,February,February,14.0,Other,[],324,NOT ALLOCATED,
J807,........................................................................... add,........................................................................... add,43.5,Other,[],327,Venography,
J808,........................ add,........................ add,43.5,Other,[],327,Venography,
J871,with I,with I,123.0,Other,[],328,ENDOCRINE SYSTEM,
J824,J824,J824,14.0,Other,[],329,GASTROINTESTINAL SYSTEM,
J874,J874,J874,51.0,Other,[],329,GASTROINTESTINAL SYSTEM,
J826,J826,J826,45.0,Other,[],329,GASTROINTESTINAL SYSTEM,
J875,J875,J875,47.0,Other,[],329,GASTROINTESTINAL SYSTEM,
J830,J830,J830,4.0,Other,[],329,GASTROINTESTINAL SYSTEM,
J831,Biliary scintigraphy..................................................................,Biliary scintigraphy..................................................................,114.5,Other,[],329,GASTROINTESTINAL SYSTEM,
J833,Salivary gland scintigraphy.....................................................,Salivary gland scintigraphy.....................................................,96.25,Other,[],329,GASTROINTESTINAL SYSTEM,
J834,Dynamic renal imaging ...........................................................,Dynamic renal imaging ...........................................................,96.25,Other,[],330,GENITOURINARY SYSTEM,
J836,Static renal scintigraphy..........................................................,Static renal scintigraphy..........................................................,33.25,Other,[],330,GENITOURINARY SYSTEM,
J837,ERPF by blood sample method..............................................,ERPF by blood sample method..............................................,40.15,Other,[],330,GENITOURINARY SYSTEM,
J838,GFR by blood sample method................................................,GFR by blood sample method................................................,40.15,Other,[],330,GENITOURINARY SYSTEM,
J839,Cystography for vesicoureteric reflux .....................................,Cystography for vesicoureteric reflux .....................................,120.55,Other,[],330,GENITOURINARY SYSTEM,
J841,Plasma volume .......................................................................,Plasma volume .......................................................................,43.5,Other,[],331,HAEMATOPOIETIC SYSTEM,
J843,Red cell volume ......................................................................,Red cell volume ......................................................................,48.15,Other,[],331,HAEMATOPOIETIC SYSTEM,
J848,"Red cell, white cell or platelet survival ....................................","Red cell, white cell or platelet survival ....................................",102.6,Other,[],331,HAEMATOPOIETIC SYSTEM,
J849,Red cell survival with serial surface counts ............................,Red cell survival with serial surface counts ............................,148.25,Other,[],331,HAEMATOPOIETIC SYSTEM,
J885,with In,with In,111.0,Other,[],333,NERVOUS SYSTEM,
J858,Brain scintigraphy ....................................................................,Brain scintigraphy ....................................................................,90.4,Other,[],333,NERVOUS SYSTEM,
J859,Perfusion lung scintigraphy .....................................................,Perfusion lung scintigraphy .....................................................,85.9,Other,[],333,NERVOUS SYSTEM,
J887,Ventilation lung scintigraphy ....................................................,Ventilation lung scintigraphy ....................................................,107.7,Other,[],333,NERVOUS SYSTEM,
J861,Radionuclide lymphangiogram ...............................................,Radionuclide lymphangiogram ...............................................,112.2,Other,[],334,MISCELLANEOUS,
J862,Ocular tumour localization ......................................................,Ocular tumour localization ......................................................,75.6,Other,[],334,MISCELLANEOUS,
J864,Tear duct scintigraphy.............................................................,Tear duct scintigraphy.............................................................,97.35,Other,[],334,MISCELLANEOUS,
J865,Total body counting.................................................................,Total body counting.................................................................,187.95,Other,[],334,MISCELLANEOUS,
J700,Solitary pulmonary nodule .....................................................,Solitary pulmonary nodule .....................................................,255.2,Other,[],338,Note:,
J701,Thyroid cancer........................................................................,Thyroid cancer........................................................................,255.2,Other,[],338,Note:,
J702,Germ cell tumour ....................................................................,Germ cell tumour ....................................................................,255.2,Other,[],338,Note:,
J703,Colorectal cancer....................................................................,Colorectal cancer....................................................................,255.2,Other,[],339,Note:,
J705,Lymphoma for the assessment of response to treatment.......,Lymphoma for the assessment of response to treatment.......,255.2,Assessment,[],339,Note:,
J709,Limited disease small cell lung cancer ...................................,Limited disease small cell lung cancer ...................................,255.2,Other,[],339,Note:,
J710,Esophageal carcinoma ...........................................................,Esophageal carcinoma ...........................................................,255.2,Other,[],339,Note:,
J712,Liver metastasis from colorectal cancer .................................,Liver metastasis from colorectal cancer .................................,255.2,Other,[],340,Note:,
J713,Staging of nasopharyngeal carcinoma ...................................,Staging of nasopharyngeal carcinoma ...................................,255.2,Other,[],340,Note:,
X313,"per patient, per course of treatment...................","per patient, per course of treatment...................",215.35,Treatment,[],344,RADIATION TREATMENT PLANNING,
X311,Level,Level,2.0,Other,[],344,RADIATION TREATMENT PLANNING,
X312,Level,Level,3.0,Other,[],345,RADIOTHERAPY,
X313,Level,Level,4.0,Other,[],346,RADIOTHERAPY,
X324,Interstitial application of radium or sealed radioisotope..........,Interstitial application of radium or sealed radioisotope..........,223.65,Other,[],347,RADIATION ONCOLOGY,
X325,Application of radium or radioisotope plaque or mould...........,Application of radium or radioisotope plaque or mould...........,69.8,Other,[],347,RADIATION ONCOLOGY,
X326,Thyroid malignancy.................................................................,Thyroid malignancy.................................................................,100.0,Other,[],348,RADIATION ONCOLOGY,
X327,Hyperthyroidism .....................................................................,Hyperthyroidism .....................................................................,80.0,Other,[],348,RADIATION ONCOLOGY,
